loan_id,customer_id,amount,interest_rate,term_months,start_date,status
484,214,119491.04,16.39,60,2022-06-10,VIGENTE
485,391,83913.04,30.96,12,2023-07-26,VIGENTE
486,118,197456.95,34.77,60,2025-05-11,VIGENTE
487,997,62289.46,42.64,36,2021-03-24,VIGENTE
488,276,115227.8,21.17,24,2026-01-14,MOROSO
489,154,82752.85,34.76,24,2023-07-09,CANCELADO
490,958,168625.59,21.21,12,2023-01-04,CANCELADO
491,323,163166.34,12.35,18,2025-10-10,CANCELADO
492,131,101546.77,13.03,18,2022-12-30,MOROSO
493,678,176151.7,29.09,48,2023-07-05,CANCELADO
494,994,21691.29,11.35,48,2022-07-27,MOROSO
495,122,23189.7,17.36,48,2022-07-10,VIGENTE
496,851,115681.77,22.02,6,2023-12-06,MOROSO
497,289,157874.99,34.58,36,2021-11-20,VIGENTE
498,114,72425.26,28.77,48,2021-03-25,VIGENTE
499,630,109860.54,35.41,6,2023-05-10,VIGENTE
500,768,7202.7,13.72,12,2021-11-05,CANCELADO
501,175,81875.65,43.42,24,2022-02-13,VIGENTE
502,84,154889.59,44.71,24,2023-08-10,VIGENTE
503,344,107955.6,14.59,48,2024-03-03,MOROSO
504,34,114858.89,21.54,6,2026-02-11,VIGENTE
505,342,81075.31,34.93,18,2024-08-07,VIGENTE
506,14,75957.19,16.57,24,2023-05-23,MOROSO
507,772,150497.26,25.29,6,2021-07-21,CANCELADO
508,723,74481.32,24.52,6,2022-11-26,CANCELADO
509,635,122423.26,28.06,12,2023-01-04,MOROSO
510,834,184807.97,35.62,12,2025-09-06,MOROSO
511,254,32812.39,20.79,60,2021-10-09,CANCELADO
512,281,170284.02,24.81,6,2023-01-03,CANCELADO
513,850,111995.83,21.16,60,2025-01-18,MOROSO
514,461,181288.29,8.42,18,2025-08-06,CANCELADO
515,666,23340.02,43.92,6,2022-09-06,VIGENTE
516,486,63891.42,18.26,36,2021-05-25,VIGENTE
517,883,39254.32,35.14,24,2022-03-10,VIGENTE
518,690,179340.23,36.96,48,2025-07-11,VIGENTE
519,513,34740.84,18.37,60,2021-06-27,VIGENTE
520,35,93975.39,41.82,36,2025-07-15,VIGENTE
521,907,180908.23,35.37,6,2024-04-12,CANCELADO
522,578,193639.04,40.48,48,2021-07-21,VIGENTE
523,934,61619.75,11.53,12,2023-11-24,VIGENTE
524,352,133738.83,19.1,60,2024-10-31,CANCELADO
525,441,115091.5,18.19,24,2025-09-03,CANCELADO
526,195,52174.09,24.24,24,2021-03-23,VIGENTE
527,302,56009.83,31.51,6,2021-09-23,CANCELADO
528,772,169148.07,34.4,12,2024-10-08,VIGENTE
529,601,127515.09,38.93,18,2024-05-11,VIGENTE
530,293,193535.07,15.3,24,2024-11-08,VIGENTE
531,600,135571.39,15.26,18,2023-03-26,CANCELADO
532,911,27500.43,20.23,6,2023-02-22,VIGENTE
533,454,85754.53,38.39,18,2023-08-27,VIGENTE
534,121,13541.59,9.37,12,2025-01-27,CANCELADO
535,471,115752.43,28.09,18,2024-03-21,MOROSO
536,692,130029.85,14.47,48,2024-06-03,MOROSO
537,922,130970.38,36.34,12,2025-11-17,VIGENTE
538,189,90368.64,38.75,12,2023-08-17,VIGENTE
539,798,151411.91,38.05,18,2024-06-10,VIGENTE
540,457,53729.95,22.56,36,2022-09-04,CANCELADO
541,295,78072.2,33.21,36,2023-06-09,VIGENTE
542,857,79916.26,12.38,60,2026-01-14,CANCELADO
543,968,130195.82,9.55,12,2022-07-10,MOROSO
544,126,20245.04,17.23,36,2022-10-22,CANCELADO
545,54,152515.49,14.37,18,2024-08-20,CANCELADO
546,261,40925.23,25.15,36,2024-02-22,VIGENTE
547,995,157861.76,29.3,36,2024-08-28,VIGENTE
548,630,159225.54,24.09,24,2021-09-01,CANCELADO
549,990,71821.44,30.77,6,2022-06-26,CANCELADO
550,372,140761.42,44.84,12,2025-01-12,MOROSO
551,810,117874.22,37.52,18,2021-06-26,MOROSO
552,776,50108.42,34.52,48,2023-06-13,VIGENTE
553,432,180962.13,8.65,60,2024-02-29,MOROSO
554,737,192467.86,25.3,12,2024-02-04,VIGENTE
555,251,13241.52,13.49,12,2025-04-07,CANCELADO
556,766,195941.08,40.17,24,2023-10-17,MOROSO
557,745,51410.75,43.49,48,2023-10-05,MOROSO
558,385,60632.67,43.91,36,2024-10-22,CANCELADO
559,572,183143.59,26.71,6,2021-03-26,CANCELADO
560,350,166238.03,27.45,6,2024-10-17,MOROSO
561,435,45987.25,15.89,60,2021-06-11,VIGENTE
562,33,149181.63,24.14,6,2021-08-17,VIGENTE
563,841,62592.34,24.09,24,2021-10-18,CANCELADO
564,964,118823.6,40.55,36,2025-02-18,VIGENTE
565,594,53075.78,29.24,18,2022-10-25,CANCELADO
566,75,64872.5,38.63,48,2024-03-26,VIGENTE
567,615,42781.7,41.67,12,2025-10-12,MOROSO
568,478,59906.7,13.5,6,2023-12-12,VIGENTE
569,564,30790.28,43.42,12,2023-07-29,MOROSO
570,167,21083.53,25.0,48,2023-06-27,VIGENTE
571,152,60473.86,16.57,48,2023-09-16,CANCELADO
572,454,116401.72,43.02,48,2023-07-21,VIGENTE
573,104,127265.59,18.9,60,2021-12-07,VIGENTE
574,213,149357.71,38.79,48,2024-09-12,CANCELADO
575,718,126364.26,39.27,48,2023-08-17,VIGENTE
576,169,49200.21,39.68,12,2023-09-25,CANCELADO
577,903,161321.34,9.24,36,2025-08-21,VIGENTE
578,954,54249.11,10.99,12,2022-07-13,CANCELADO
579,110,68374.45,22.02,6,2025-10-07,VIGENTE
580,626,123246.84,19.09,60,2021-10-09,MOROSO
581,437,164722.61,20.84,12,2025-09-29,VIGENTE
582,494,135858.93,11.2,36,2021-04-01,VIGENTE
583,223,19547.08,34.89,60,2022-05-13,VIGENTE
584,806,79906.18,44.95,48,2021-03-03,VIGENTE
585,575,12043.08,10.68,12,2021-04-28,MOROSO
586,234,131752.77,34.94,18,2022-03-27,VIGENTE
587,330,113662.26,25.64,12,2023-04-25,CANCELADO
588,875,13297.31,30.52,36,2025-11-30,VIGENTE
589,598,88998.36,11.56,24,2023-08-16,VIGENTE
590,535,121838.05,13.53,60,2024-05-17,VIGENTE
591,656,74990.38,17.52,36,2024-09-25,CANCELADO
592,474,29269.57,15.7,12,2023-01-12,VIGENTE
593,249,67980.76,11.03,12,2025-03-27,CANCELADO
594,418,97136.93,28.49,6,2023-10-08,VIGENTE
595,395,11135.06,27.26,24,2022-04-04,VIGENTE
596,492,29679.28,33.79,12,2021-06-26,VIGENTE
597,955,25354.18,13.66,12,2024-10-15,CANCELADO
598,728,20301.61,35.47,60,2024-01-16,CANCELADO
599,468,174362.29,40.78,60,2024-04-16,MOROSO
600,428,116908.44,32.99,36,2023-03-18,MOROSO
601,70,10037.37,32.47,6,2021-12-25,VIGENTE
602,323,170859.03,35.02,24,2022-03-27,CANCELADO
603,954,92267.6,15.14,60,2021-05-08,VIGENTE
604,859,117147.07,28.39,60,2022-02-22,MOROSO
605,45,140758.21,33.34,6,2023-08-01,VIGENTE
606,890,75387.63,14.84,18,2024-11-24,CANCELADO
607,38,95187.52,28.6,48,2022-07-23,CANCELADO
608,444,129342.28,27.4,36,2021-08-27,CANCELADO
609,274,134126.47,36.73,24,2021-04-29,MOROSO
610,715,110813.63,10.24,24,2024-05-13,VIGENTE
611,534,189569.8,20.08,48,2021-12-31,VIGENTE
612,304,57276.23,24.46,6,2024-04-16,VIGENTE
613,197,112353.2,31.75,18,2023-06-24,VIGENTE
614,416,88802.05,9.77,48,2025-11-15,CANCELADO
615,381,179400.73,40.31,60,2023-09-18,CANCELADO
616,830,128106.32,44.49,18,2022-09-18,CANCELADO
617,538,142604.69,8.02,48,2021-11-20,CANCELADO
618,627,124470.62,35.65,24,2022-05-01,VIGENTE
619,71,120727.83,34.11,36,2022-12-16,VIGENTE
620,288,92576.49,37.41,36,2023-03-05,VIGENTE
621,268,32072.97,37.16,48,2026-02-04,MOROSO
622,740,87389.56,17.84,24,2023-02-11,VIGENTE
623,564,20142.3,24.79,48,2021-08-09,MOROSO
624,846,99281.07,33.73,24,2022-05-30,MOROSO
625,559,127221.6,9.73,36,2025-06-23,CANCELADO
626,285,137889.42,44.34,36,2023-04-21,VIGENTE
627,529,127009.93,26.74,6,2021-06-13,MOROSO
628,397,131178.45,23.67,24,2022-06-30,VIGENTE
629,296,153438.2,44.74,48,2023-01-30,VIGENTE
630,639,143578.78,38.73,24,2023-07-21,MOROSO
631,242,143472.54,9.9,6,2022-10-04,VIGENTE
632,217,188472.3,18.45,60,2023-01-09,VIGENTE
633,428,158265.29,23.21,18,2023-04-13,CANCELADO
634,157,26941.57,14.58,6,2023-03-03,CANCELADO
635,989,57427.36,41.82,24,2025-12-23,VIGENTE
636,620,68599.81,19.86,48,2022-08-07,VIGENTE
637,800,113185.72,10.34,36,2023-12-27,VIGENTE
638,593,98212.42,22.67,12,2024-02-29,CANCELADO
639,14,139530.24,41.68,60,2021-10-26,MOROSO
640,262,145405.33,8.43,36,2023-06-28,VIGENTE
641,25,171506.66,36.48,18,2025-07-28,VIGENTE
642,511,98493.25,24.19,6,2024-06-05,VIGENTE
643,392,74573.02,37.54,36,2021-05-28,VIGENTE
644,533,37529.43,25.11,6,2022-01-26,MOROSO
645,602,9606.94,34.1,12,2024-02-20,VIGENTE
646,925,178105.24,14.64,36,2021-11-18,VIGENTE
647,294,11363.62,16.67,24,2021-08-25,VIGENTE
648,99,31889.82,26.28,6,2023-09-17,CANCELADO
649,434,144358.61,40.58,36,2023-01-20,VIGENTE
650,133,42568.4,36.25,24,2025-02-09,VIGENTE
651,868,161724.37,42.85,6,2023-07-17,VIGENTE
652,312,32424.61,30.89,18,2022-09-03,VIGENTE
653,579,13124.96,8.41,6,2021-10-08,MOROSO
654,886,9752.9,15.77,24,2022-06-08,VIGENTE
655,172,156531.56,16.45,36,2025-10-22,CANCELADO
656,13,160873.72,36.65,12,2021-03-06,VIGENTE
657,56,166449.21,32.51,12,2023-01-21,VIGENTE
658,87,58385.6,22.97,6,2026-01-02,MOROSO
659,20,163081.48,34.48,6,2023-07-21,CANCELADO
660,637,43237.96,31.76,18,2023-08-19,VIGENTE
661,967,3137.41,24.97,48,2023-01-18,VIGENTE
662,75,98444.34,43.31,60,2023-09-19,VIGENTE
663,247,191093.89,35.57,18,2025-03-13,VIGENTE
664,235,182111.19,16.01,6,2022-12-16,MOROSO
665,668,165984.93,27.23,48,2021-08-20,VIGENTE
666,956,16540.61,40.77,6,2021-03-13,VIGENTE
667,280,116389.03,40.73,6,2023-02-17,VIGENTE
668,996,24497.68,24.71,12,2022-07-28,VIGENTE
669,801,3940.77,34.21,18,2023-08-26,CANCELADO
670,441,7758.1,44.25,18,2025-05-09,VIGENTE
671,853,73023.55,42.74,6,2022-06-06,VIGENTE
672,520,120180.31,26.53,60,2022-09-06,VIGENTE
673,662,33420.36,34.39,48,2024-02-04,MOROSO
674,527,43667.66,35.61,60,2022-08-13,VIGENTE
675,583,193933.25,43.11,6,2022-09-25,MOROSO
676,549,71739.08,36.75,12,2023-09-15,MOROSO
677,389,67691.7,24.28,60,2022-06-04,VIGENTE
678,140,66045.71,28.93,24,2021-11-07,VIGENTE
679,981,178893.44,21.58,24,2022-02-14,VIGENTE
680,230,88063.37,8.12,24,2024-02-08,VIGENTE
681,381,116281.49,41.9,18,2023-05-20,MOROSO
682,782,131396.81,26.66,36,2023-04-04,CANCELADO
683,101,94672.69,35.28,36,2023-07-06,VIGENTE
684,64,102480.02,15.37,6,2022-08-24,VIGENTE
685,476,180686.93,10.0,12,2022-08-23,VIGENTE
686,701,84720.06,17.48,12,2021-02-19,CANCELADO
687,173,38244.92,24.19,60,2023-10-21,VIGENTE
688,140,165025.42,42.47,6,2024-07-08,VIGENTE
689,664,104701.69,25.47,6,2024-12-29,CANCELADO
690,945,80957.77,10.01,60,2024-08-25,VIGENTE
691,132,114965.53,12.5,60,2021-09-21,VIGENTE
692,183,143049.45,37.63,60,2022-01-31,VIGENTE
693,529,159807.63,10.44,60,2022-09-07,VIGENTE
694,978,118699.16,33.58,48,2024-10-30,VIGENTE
695,716,134379.65,20.69,48,2023-09-02,VIGENTE
696,516,125229.19,37.41,24,2024-10-07,VIGENTE
697,29,130412.76,22.83,36,2025-02-17,CANCELADO
698,800,119379.34,33.41,18,2022-08-10,VIGENTE
699,5,11003.73,39.27,18,2021-11-30,CANCELADO
700,263,192070.08,43.82,36,2021-04-27,VIGENTE
701,342,83375.21,8.29,60,2022-02-06,CANCELADO
702,31,172008.62,14.32,36,2024-07-23,VIGENTE
703,394,26061.96,15.31,24,2023-01-20,CANCELADO
704,927,30767.35,36.11,6,2022-08-11,MOROSO
705,149,39783.82,16.97,18,2023-04-12,VIGENTE
706,397,154416.61,10.76,36,2021-06-15,MOROSO
707,474,187695.17,23.2,48,2023-09-05,VIGENTE
708,999,20145.17,22.82,6,2024-05-21,VIGENTE
709,373,47780.98,42.91,24,2022-11-20,VIGENTE
710,39,59913.25,36.85,12,2021-07-16,VIGENTE
711,468,23999.96,40.18,18,2022-10-09,VIGENTE
712,708,157092.84,16.28,12,2024-01-25,VIGENTE
713,297,17454.03,13.39,48,2025-07-06,VIGENTE
714,865,161856.99,13.61,60,2025-09-02,CANCELADO
715,830,174220.71,22.16,36,2022-06-23,VIGENTE
716,939,79769.57,29.53,48,2024-04-28,MOROSO
717,269,97097.82,36.42,18,2023-10-30,MOROSO
718,126,40134.02,15.09,24,2023-01-03,CANCELADO
719,188,124635.28,34.42,24,2024-12-15,VIGENTE
720,359,29842.67,44.79,48,2023-08-20,VIGENTE
721,973,165668.38,37.13,18,2025-02-24,CANCELADO
722,795,123569.69,21.67,18,2024-09-29,VIGENTE
723,538,113677.66,20.25,6,2025-09-27,VIGENTE
724,844,84395.13,44.89,24,2021-10-06,VIGENTE
725,228,117515.76,29.81,60,2024-10-11,MOROSO
726,834,122021.95,20.29,48,2023-12-20,VIGENTE
727,963,77199.96,9.07,60,2023-08-16,CANCELADO
728,512,88523.74,40.07,12,2025-10-19,VIGENTE
729,123,51688.66,22.08,48,2025-03-19,MOROSO
730,979,104906.23,20.2,12,2024-07-07,VIGENTE
731,67,112055.39,15.08,12,2026-01-19,CANCELADO
732,70,127311.88,44.17,18,2022-04-24,VIGENTE
733,345,82082.38,24.62,36,2025-02-15,VIGENTE
734,359,160843.1,26.29,6,2023-10-04,VIGENTE
735,236,193932.3,13.84,60,2023-04-01,VIGENTE
736,597,102002.93,22.52,12,2023-01-23,CANCELADO
737,899,70196.58,25.8,18,2024-03-17,VIGENTE
738,871,26750.96,36.81,12,2022-12-23,CANCELADO
739,422,117360.48,34.61,48,2022-06-12,VIGENTE
740,926,136411.24,27.28,36,2022-12-21,VIGENTE
741,757,10261.96,16.2,60,2023-08-02,VIGENTE
742,693,184852.49,31.93,48,2021-05-19,CANCELADO
743,36,159396.77,40.34,12,2024-07-14,VIGENTE
744,968,95404.11,15.41,18,2024-11-28,MOROSO
745,23,124262.96,23.34,24,2021-09-04,VIGENTE
746,809,147752.9,17.64,60,2025-09-14,VIGENTE
747,180,195777.71,9.13,12,2022-03-31,VIGENTE
748,2,74654.32,23.44,18,2023-10-05,CANCELADO
749,924,56276.77,21.56,24,2022-02-16,VIGENTE
750,940,154205.47,24.09,12,2024-10-05,VIGENTE
751,567,113500.56,25.06,6,2024-05-18,MOROSO
752,261,70121.15,37.24,36,2025-10-20,CANCELADO
753,889,55316.12,11.4,24,2025-07-14,VIGENTE
754,347,86407.43,28.55,24,2021-10-06,VIGENTE
755,189,180548.19,16.82,60,2022-05-02,VIGENTE
756,140,132124.16,9.9,6,2021-06-06,VIGENTE
757,933,103318.04,35.56,12,2023-02-13,CANCELADO
758,448,154386.32,29.56,18,2023-02-26,VIGENTE
759,405,15349.85,44.68,12,2024-03-29,VIGENTE
760,768,176208.64,32.0,6,2023-02-20,VIGENTE
761,201,176906.87,21.21,24,2023-08-03,VIGENTE
762,118,182869.05,16.97,48,2024-01-21,VIGENTE
763,371,160540.76,18.94,48,2025-01-28,VIGENTE
764,640,124134.13,14.46,24,2021-03-14,VIGENTE
765,971,178808.73,24.57,24,2026-02-07,MOROSO
766,519,61829.32,27.53,12,2025-07-28,MOROSO
767,14,144593.67,37.37,12,2024-07-08,CANCELADO
768,262,39719.18,8.12,60,2025-01-02,CANCELADO
769,839,143933.39,34.19,24,2024-11-30,CANCELADO
770,983,14572.39,19.27,60,2022-02-20,CANCELADO
771,69,15090.2,10.35,18,2023-10-24,MOROSO
772,956,14949.59,19.11,36,2021-09-03,VIGENTE
773,90,23959.82,11.45,24,2025-10-20,VIGENTE
774,288,17313.95,15.34,36,2025-08-27,CANCELADO
775,537,168038.19,36.42,60,2024-11-26,VIGENTE
776,18,136517.69,34.52,12,2022-05-02,VIGENTE
777,704,7352.85,15.89,36,2025-10-09,MOROSO
778,19,150246.49,43.74,60,2026-02-04,MOROSO
779,707,54723.86,19.04,48,2024-10-12,MOROSO
780,951,83616.48,36.8,48,2021-07-28,VIGENTE
781,497,191118.57,36.83,12,2021-10-15,VIGENTE
782,473,35583.57,23.29,48,2023-05-05,CANCELADO
783,590,153613.34,35.42,60,2025-10-22,VIGENTE
784,37,25626.21,33.46,60,2024-02-04,MOROSO
785,276,111146.12,20.67,60,2025-03-22,VIGENTE
786,351,117409.64,39.27,36,2024-01-28,MOROSO
787,631,46804.86,22.35,12,2026-02-06,VIGENTE
788,505,121368.79,23.55,24,2024-12-17,VIGENTE
789,244,63662.33,28.44,36,2023-06-18,MOROSO
790,157,81888.47,21.31,24,2023-06-19,VIGENTE
791,378,32313.68,36.44,18,2022-11-29,VIGENTE
792,37,95124.37,31.28,36,2022-12-15,CANCELADO
793,650,92974.13,27.08,60,2021-11-14,CANCELADO
794,818,127926.84,8.47,6,2021-10-23,MOROSO
795,167,93658.64,21.13,60,2023-01-22,VIGENTE
796,231,35526.36,43.72,60,2021-06-08,MOROSO
797,543,166107.13,21.89,36,2024-06-27,VIGENTE
798,592,163728.9,36.98,36,2025-01-25,VIGENTE
799,197,142483.91,43.07,18,2025-10-14,VIGENTE
800,291,36632.0,25.49,12,2021-07-06,CANCELADO
801,662,163229.09,18.75,18,2024-01-06,VIGENTE
802,450,16706.94,21.4,36,2022-07-02,VIGENTE
803,762,88050.65,39.39,24,2023-11-06,VIGENTE
804,672,86054.45,36.54,24,2024-07-04,VIGENTE
805,933,119664.38,44.42,24,2022-07-30,VIGENTE
806,482,195674.82,13.74,6,2021-05-23,VIGENTE
807,358,42698.77,28.22,48,2022-08-18,VIGENTE
808,320,140446.37,41.65,24,2022-10-28,MOROSO
809,390,133140.53,41.23,36,2025-11-01,VIGENTE
810,868,122383.59,34.43,60,2025-05-31,VIGENTE
811,43,142097.92,38.76,18,2025-04-18,CANCELADO
812,470,157842.61,23.29,12,2024-10-29,VIGENTE
813,359,146309.18,16.03,48,2026-02-04,VIGENTE
814,408,151160.38,42.45,12,2023-09-07,VIGENTE
815,694,109977.98,33.72,12,2021-08-10,CANCELADO
816,689,54200.53,23.02,24,2025-02-22,MOROSO
817,72,92517.14,43.53,48,2025-09-14,VIGENTE
818,465,172108.69,10.19,60,2026-01-29,VIGENTE
819,801,30376.95,42.91,36,2023-04-02,MOROSO
820,746,11951.24,19.28,6,2025-06-23,VIGENTE
821,771,29760.23,23.7,12,2023-01-24,VIGENTE
822,111,61568.3,14.98,24,2022-02-06,VIGENTE
823,857,61447.03,12.7,12,2023-01-05,VIGENTE
824,460,114058.17,10.9,6,2021-05-25,CANCELADO
825,789,165857.4,40.3,60,2021-11-11,CANCELADO
826,152,105094.84,11.69,48,2021-03-18,VIGENTE
827,298,26742.78,29.52,18,2025-03-03,VIGENTE
828,160,66473.26,36.2,60,2022-07-13,CANCELADO
829,623,80579.78,44.14,18,2022-02-28,CANCELADO
830,415,197166.82,33.33,36,2022-04-12,CANCELADO
831,444,137216.26,29.42,12,2025-08-25,CANCELADO
832,235,197435.91,21.02,18,2025-02-10,CANCELADO
833,990,158378.04,10.71,18,2023-12-06,VIGENTE
834,675,98604.32,33.61,36,2023-06-12,VIGENTE
835,46,49669.61,26.72,60,2021-05-03,VIGENTE
836,605,93232.99,21.4,24,2025-11-12,CANCELADO
837,987,134543.46,32.79,60,2025-11-09,MOROSO
838,395,82596.54,25.05,36,2025-03-28,VIGENTE
839,861,175938.06,25.97,24,2021-06-28,VIGENTE
840,656,9501.67,14.31,6,2021-06-01,CANCELADO
841,898,68544.52,41.81,48,2023-04-23,CANCELADO
842,150,23114.14,28.23,60,2026-01-03,VIGENTE
843,481,53767.34,43.99,36,2021-03-07,VIGENTE
844,15,139419.66,34.8,18,2023-08-10,MOROSO
845,591,139740.97,13.52,48,2024-01-11,CANCELADO
846,229,197171.13,25.06,18,2024-12-13,VIGENTE
847,265,178064.0,13.98,12,2022-07-06,VIGENTE
848,445,165789.63,34.01,6,2023-06-25,VIGENTE
849,812,11052.78,17.91,24,2024-07-13,VIGENTE
850,303,158405.4,9.88,12,2022-03-11,CANCELADO
851,993,78522.65,29.4,36,2024-01-25,VIGENTE
852,5,104434.04,34.33,6,2023-06-21,VIGENTE
853,23,124577.31,23.05,60,2024-11-29,VIGENTE
854,907,191837.71,30.86,24,2022-04-25,VIGENTE
855,71,157445.9,8.01,48,2023-01-23,CANCELADO
856,209,38226.64,19.37,12,2024-04-07,VIGENTE
857,701,89617.6,31.73,60,2023-10-29,VIGENTE
858,606,167250.56,33.08,24,2022-07-21,CANCELADO
859,522,32445.38,35.2,48,2025-04-19,CANCELADO
860,978,68324.46,38.22,24,2021-10-17,VIGENTE
861,772,30589.25,41.5,18,2025-05-28,VIGENTE
862,576,190468.24,44.31,18,2024-09-21,CANCELADO
863,219,106652.96,18.62,60,2023-08-28,VIGENTE
864,957,29277.35,14.88,6,2023-04-20,VIGENTE
865,682,88924.39,11.68,18,2021-10-30,VIGENTE
866,950,20088.28,12.69,36,2023-03-28,CANCELADO
867,20,42922.03,33.65,48,2021-12-27,VIGENTE
868,365,116154.59,40.99,48,2024-01-08,MOROSO
869,866,37408.87,28.42,12,2025-04-07,VIGENTE
870,430,10729.85,11.3,12,2023-12-04,VIGENTE
871,355,198222.87,10.64,48,2022-03-06,VIGENTE
872,671,7529.9,35.46,24,2025-08-20,CANCELADO
873,345,12405.73,32.83,60,2023-02-08,CANCELADO
874,369,50203.07,25.44,60,2022-07-21,CANCELADO
875,23,22914.94,10.28,36,2024-12-07,CANCELADO
876,611,87137.7,10.41,24,2025-09-01,CANCELADO
877,507,10744.63,41.23,60,2022-01-23,VIGENTE
878,650,18811.25,10.12,6,2022-01-23,MOROSO
879,1000,23004.49,11.57,18,2021-10-03,VIGENTE
880,741,52604.62,27.27,24,2024-02-08,VIGENTE
881,29,73018.62,8.81,48,2022-05-25,CANCELADO
882,949,104960.75,12.07,6,2023-10-05,MOROSO
883,867,101325.43,18.58,18,2023-07-28,VIGENTE
884,334,17649.65,22.47,12,2021-12-23,VIGENTE
885,71,145340.39,35.56,36,2021-09-24,VIGENTE
886,745,151720.33,17.56,48,2022-02-06,CANCELADO
887,508,11400.08,17.64,24,2025-02-19,VIGENTE
888,561,28345.62,30.77,12,2021-12-12,CANCELADO
889,100,177473.17,38.68,48,2021-04-07,MOROSO
890,479,191719.95,12.91,60,2024-03-01,VIGENTE
891,627,122164.56,34.45,48,2021-03-02,VIGENTE
892,887,184327.78,12.85,60,2024-02-26,CANCELADO
893,645,168826.19,38.87,18,2023-12-29,MOROSO
894,934,132817.2,18.94,48,2021-04-03,CANCELADO
895,747,174034.74,44.81,24,2024-11-21,CANCELADO
896,81,48102.33,16.03,12,2022-06-21,CANCELADO
897,435,165263.47,23.86,60,2022-10-01,VIGENTE
898,448,187055.81,26.82,18,2024-02-29,CANCELADO
899,139,19322.64,38.92,18,2026-01-20,CANCELADO
900,313,90793.29,41.83,60,2024-12-14,VIGENTE
901,905,154957.54,34.56,24,2021-04-12,CANCELADO
902,96,109938.7,21.46,48,2024-06-02,CANCELADO
903,79,48359.23,16.5,12,2022-03-30,CANCELADO
904,628,78052.9,12.4,60,2021-02-18,VIGENTE
905,190,31078.26,42.95,36,2022-10-21,VIGENTE
906,623,67389.73,11.26,6,2021-12-04,VIGENTE
907,694,165131.12,10.57,18,2023-08-20,VIGENTE
908,990,179443.32,19.48,36,2025-11-15,CANCELADO
909,535,3868.23,15.45,6,2023-05-16,VIGENTE
910,549,46457.92,33.73,24,2023-02-05,VIGENTE
911,731,159317.0,30.72,6,2024-02-06,VIGENTE
912,830,167033.07,24.56,48,2022-07-17,VIGENTE
913,872,84814.97,38.55,6,2025-06-23,VIGENTE
914,52,88388.78,35.33,48,2023-07-29,VIGENTE
915,301,48010.26,20.48,48,2022-03-15,CANCELADO
916,583,158457.41,19.5,12,2022-03-10,CANCELADO
917,207,163687.67,10.42,36,2022-10-04,CANCELADO
918,100,144555.56,30.19,6,2024-03-01,VIGENTE
919,63,26562.6,41.21,60,2021-06-13,VIGENTE
920,695,80015.37,41.58,48,2025-02-16,VIGENTE
921,479,40709.09,43.27,48,2022-08-26,CANCELADO
922,724,152657.0,16.81,48,2023-08-25,VIGENTE
923,647,89133.07,40.21,24,2021-09-13,MOROSO
924,711,98218.84,31.89,6,2025-11-25,VIGENTE
925,461,60463.89,42.54,24,2022-07-12,CANCELADO
926,684,70252.95,33.71,18,2022-07-13,VIGENTE
927,146,7732.28,41.5,6,2021-10-04,MOROSO
928,333,187604.41,11.85,48,2022-02-05,VIGENTE
929,391,135039.43,36.42,36,2023-03-03,MOROSO
930,294,88240.73,27.82,12,2023-02-18,VIGENTE
931,812,93278.82,26.28,36,2024-04-07,CANCELADO
932,977,113998.14,40.0,36,2021-06-03,VIGENTE
933,210,136753.66,17.87,60,2022-02-15,VIGENTE
934,887,23480.88,32.8,48,2021-12-08,CANCELADO
935,312,89007.42,39.56,48,2022-06-04,VIGENTE
936,944,67859.27,16.56,48,2023-05-24,VIGENTE
937,116,134599.14,40.82,12,2023-07-11,VIGENTE
938,864,73729.15,41.93,60,2021-07-17,CANCELADO
939,346,197375.78,22.6,60,2025-11-13,MOROSO
940,145,93291.09,43.16,48,2023-01-27,VIGENTE
941,179,187068.12,36.3,48,2022-04-15,CANCELADO
942,247,175240.59,11.95,36,2021-11-20,MOROSO
943,115,13872.62,31.13,48,2023-12-21,CANCELADO
944,448,114261.73,39.33,24,2021-04-18,CANCELADO
945,114,154017.3,39.09,48,2021-09-20,MOROSO
946,95,135581.46,25.69,6,2023-08-10,MOROSO
947,543,129925.16,38.41,48,2024-05-07,VIGENTE
948,995,128343.67,19.22,36,2022-08-22,VIGENTE
949,91,16497.69,22.6,12,2024-06-14,VIGENTE
950,121,165422.33,17.73,60,2021-07-03,CANCELADO
951,7,195306.4,31.74,6,2023-03-05,VIGENTE
952,24,126173.51,42.86,24,2025-01-04,VIGENTE
953,640,82812.84,18.49,18,2025-04-10,MOROSO
954,116,30807.61,22.4,24,2025-07-02,MOROSO
955,128,43148.96,26.74,12,2024-05-26,VIGENTE
956,922,77362.7,9.46,18,2025-05-30,VIGENTE
957,589,180485.04,36.32,48,2023-05-21,MOROSO
958,893,163972.89,35.33,12,2025-05-25,VIGENTE
959,469,58752.38,28.35,24,2025-07-08,CANCELADO
960,967,174493.03,40.63,60,2022-05-06,CANCELADO
961,319,125623.33,12.13,6,2025-05-11,VIGENTE
962,731,60654.88,28.87,18,2021-12-28,MOROSO
963,436,99403.51,18.53,60,2021-06-08,VIGENTE
964,813,100745.65,26.82,18,2023-04-01,VIGENTE
965,951,174570.12,35.56,18,2023-09-03,VIGENTE
966,282,81017.2,43.09,36,2021-05-22,VIGENTE
967,739,42312.56,9.32,60,2024-12-10,VIGENTE
