complaint_id,received_date,right_id,mun_id,area_id,status,description
2100,2021-12-29,5,2,4,EN PROCESO,Oposición partes cualquier sin habrá explicó g.
2101,2023-12-12,3,6,5,ABIERTO,E hombre recursos todo situación tenía plan cultural quiero formas.
2102,2024-05-30,2,6,2,CERRADO,Permite carne mismos centro uno existe explicó.
2103,2021-07-15,2,7,1,CERRADO,Difícil centro estudio plaza nuestra tiene algunos negro josé soy es.
2104,2024-02-15,5,5,3,EN PROCESO,Allí lugar estaban uso una éxito eso realizar próximo.
2105,2025-05-01,6,1,5,CERRADO,Misma europa fin material pie vía contrario julio cara madre.
2106,2022-03-23,3,7,3,CERRADO,Alta nombre medida española asimismo cinco deja.
2107,2024-08-04,6,1,5,CERRADO,Formas uso profesional grande lugar cabo igual quienes porque sentido piel.
2108,2024-07-03,2,1,3,EN PROCESO,Quiero negro comunicación director carta nuestras hubo.
2109,2024-12-23,6,6,2,CERRADO,Negro todos organización hacerlo orden les hubo datos menos grupos santa color.
2110,2022-04-15,6,6,2,EN PROCESO,Actividad allá mujeres cierto apoyo centros acción les ahí tipo.
2111,2022-08-09,1,1,2,ABIERTO,Parte pudo llegó mediante nuestro material razones casos concepto derechos bien.
2112,2022-08-05,6,5,2,EN PROCESO,Afirmó cambios tales zonas tiempos artículo diferentes asimismo región dan líder recuerdo.
2113,2021-03-02,1,3,2,EN PROCESO,Asociación interés edad problemas control unos cantidad ningún grande ante.
2114,2022-08-17,3,7,3,EN PROCESO,Objeto características barcelona sería p palabras vuelta presente niveles voluntad conjunto.
2115,2021-11-18,6,7,1,CERRADO,Siempre unión don entonces y hablar llevar.
2116,2024-03-30,6,2,3,CERRADO,Así podrá después militares lo estudios medios con demás universidad acuerdo hechos exterior.
2117,2022-12-26,6,1,4,ABIERTO,Mismos menos ejemplo m viene central posible.
2118,2022-07-11,5,7,2,EN PROCESO,Ex organización tampoco destino allí fin.
2119,2024-10-06,5,6,1,CERRADO,Desarrollo blanca administración voz ambiente pueda quería derechos medios visita meses capaz trabajadores.
2120,2022-06-06,3,6,4,EN PROCESO,Político vida artículo eran muerto memoria experiencia bastante popular vio particular méxico valores.
2121,2023-07-22,6,2,3,ABIERTO,Consecuencia operación decisión especie mientras hicieron todo.
2122,2023-04-18,6,2,1,CERRADO,Ambos consumo diciembre éste historia cabo b efectos todos anterior modelo alrededor.
2123,2021-06-12,6,7,5,CERRADO,Mucho fuego posible iglesia partido texto contra mucha figura investigación le.
2124,2021-12-01,3,5,5,EN PROCESO,Puso propuesta tierra siguiente participación haciendo.
2125,2024-11-18,3,6,3,CERRADO,Arriba hermano existen efectos suerte acción produce.
2126,2023-05-02,6,6,2,ABIERTO,Cabeza vamos económico dio origen cierta puesto norte movimiento lópez espera reunión.
2127,2024-09-29,1,5,1,ABIERTO,Diversas cultura base mucha suficiente derecha asunto hay.
2128,2024-04-07,4,1,2,ABIERTO,Centro hacer cuando sino cuya nuevos mitad mira ambiente carrera.
2129,2024-05-10,5,2,5,EN PROCESO,Ciento propios existencia consumo baja nuevas diversos rosa.
2130,2024-04-02,6,6,1,CERRADO,Respuesta fernando camino josé dejar destino.
2131,2023-01-25,6,6,5,ABIERTO,O con salud realizar reunión superior hoy.
2132,2022-05-22,7,1,2,CERRADO,Posibilidades nacional carne prueba podría piel dónde allí radio habría cierta.
2133,2024-04-27,4,1,4,CERRADO,Económica quizá distintas últimos don educación hospital flores.
2134,2022-11-23,2,7,5,EN PROCESO,Cama pues ser noviembre serán común ambos acto informe semana llegó.
2135,2024-03-04,2,6,3,CERRADO,Puede papel premio valores diversos europa.
2136,2022-08-31,4,4,1,CERRADO,Máximo allá cualquier mejores período algo.
2137,2023-04-15,1,6,5,CERRADO,Gobierno formas hacia mejor años necesario habla pasar ella.
2138,2020-12-29,3,7,4,EN PROCESO,Salud cuales buena es destino teatro.
2139,2025-07-31,1,3,5,EN PROCESO,Industria j decisión bastante solución decir semana ir banco diversas.
2140,2022-03-30,4,4,2,CERRADO,Propia casos tenía sido dice teoría exterior situación donde española ideas santa.
2141,2022-10-24,6,2,2,EN PROCESO,Todo interior última siguiente congreso duda tú dejar argentina ideas principales demás sus.
2142,2021-04-04,3,5,4,EN PROCESO,Partido fuera sino mal miembros acción pasó siete r españa esfuerzo instituto los.
2143,2024-05-11,7,2,2,EN PROCESO,Mí española ninguna nuevos capaz ellos posición cama oficial adelante pasa.
2144,2024-01-01,3,4,3,CERRADO,Tema busca mundial democracia grupos estaban posibilidad visto características.
2145,2025-03-20,1,5,5,CERRADO,Época hacia gente artículo perdido había hicieron humana.
2146,2021-12-13,2,1,3,ABIERTO,Hizo evitar afirmó elementos haber fiscal.
2147,2022-10-06,2,5,5,CERRADO,Ayer una puedo trabajadores asunto mil cuales vio le violencia teatro.
2148,2022-12-09,5,3,3,CERRADO,Propio rey medidas según instituciones mismo flores algo.
2149,2021-07-17,1,3,5,ABIERTO,Resulta autoridades aunque abril hechos cambios grande administración.
2150,2025-06-07,5,6,4,EN PROCESO,Reforma diario asimismo sentido línea productos grande.
2151,2025-01-31,1,5,3,EN PROCESO,Dice puede falta nuestra ve crisis llegó capacidad guerra decisión.
2152,2021-01-07,4,2,1,ABIERTO,Teatro ministerio silencio nacional evitar cine régimen mayor a centros.
2153,2025-01-16,7,3,1,CERRADO,Serie supuesto tipo fondo ministro carácter modelo régimen seguro.
2154,2024-02-03,1,2,3,ABIERTO,Grandes través arriba sala solamente tienen buena siglo pues caso permite había.
2155,2023-11-21,2,4,4,CERRADO,Hasta muchas españa usted mientras paciente luz.
2156,2021-05-20,5,6,4,CERRADO,Servicios ocasión salir pequeña zonas estas muerte psoe nadie cuales eran ellas.
2157,2024-08-25,2,4,2,CERRADO,Entrada se rafael rafael p estaba común libre habrá existe marzo.
2158,2023-01-13,3,2,4,ABIERTO,Realidad porque puntos segundo acuerdo le imposible tú dolor esto.
2159,2022-12-12,4,5,2,EN PROCESO,Principal fácil única luz río octubre menos características.
2160,2021-09-05,2,4,5,EN PROCESO,Como horas yo le cuanto operación tiempo consejo por vista título maría alguna.
2161,2024-10-16,3,7,1,CERRADO,Cuatro iglesia tenemos pues nuestras medidas memoria pp historia camino particular.
2162,2022-11-22,7,4,4,CERRADO,Le ejemplo obstante recursos orden servicio.
2163,2021-05-25,4,4,3,CERRADO,Recuerdo puntos partidos primera hijos estamos millones.
2164,2022-04-20,3,5,4,ABIERTO,Violencia programas ley sistema c llama pensar españoles razón cambio han da solución.
2165,2023-01-11,1,6,2,EN PROCESO,Todos mes costa revolución operación efectos.
2166,2021-07-19,1,2,3,CERRADO,Pp busca diciembre reforma medidas nacional son pesar prensa.
2167,2020-09-17,3,4,2,CERRADO,Apoyo cinco forma dice garcía destino resulta otro distintos actual oposición supuesto luz palabra.
2168,2022-01-02,1,7,4,ABIERTO,Cuyo atención incluso todo encuentro aparece algunos luz acerca puerta otras lejos.
2169,2021-01-04,6,4,3,CERRADO,Habían sociedad buena oficial nosotros imágenes mucha encuentra tierra rafael casa derechos.
2170,2024-10-02,5,3,1,ABIERTO,Trabajo esa curso concepto fuerza sino viejo.
2171,2021-01-31,2,7,1,ABIERTO,Casos día persona premio consejo existen diversas tiempos miedo consecuencia semana madre.
2172,2025-08-31,1,2,2,EN PROCESO,Clase vamos propia resultados plan marco.
2173,2021-03-17,7,5,1,CERRADO,Debía padre sería rodríguez propio momentos pero obras muy siguientes presidente tipo obras.
2174,2021-04-19,6,7,5,ABIERTO,Compañía cultura políticas falta entrada apoyo iba área llevar base hacen evitar ellas.
2175,2022-10-21,5,5,2,EN PROCESO,Lo fútbol pueden martín oro otro allí información economía sé largo.
2176,2024-12-09,5,1,1,CERRADO,Amigo otras cerca veces socialista congreso.
2177,2023-07-03,7,6,5,ABIERTO,Destino efectos un peor ello gonzález.
2178,2024-12-21,2,7,4,EN PROCESO,Primer esas cama derecho plazo lado unas dolor aire.
2179,2022-12-17,7,2,2,CERRADO,Fuego donde aunque natural posición sobre presente hacerlo todo medida importancia fuera ningún sistema.
2180,2021-10-03,4,1,4,CERRADO,Producción información unidos difícil desde izquierda cual.
2181,2020-12-06,1,5,5,CERRADO,Líder días social tengo cuerpo única.
2182,2025-08-10,5,1,3,ABIERTO,Ante tan flores estar existe en paso organización mañana embargo.
2183,2023-05-31,5,7,2,CERRADO,Especial educación corte pero encima nivel boca modelo presencia ir pequeña.
2184,2021-04-24,6,7,5,ABIERTO,Entrar obras se se servicios imágenes pesar sus.
2185,2024-04-06,3,2,4,CERRADO,Casi sentido nos garcía gente quién efectos negro lo cierto.
2186,2024-01-11,3,3,4,CERRADO,Buenos número debido edad izquierda parece corazón sobre todas principios.
2187,2023-10-12,5,5,1,ABIERTO,Desde sentido ley sectores aspecto amigos tal hospital bastante crecimiento queda julio.
2188,2022-08-17,7,2,1,CERRADO,Niño justicia niños aquella consecuencia cerca hermano país cosas noviembre casi.
2189,2020-11-13,6,6,1,EN PROCESO,Técnica características favor fútbol sea mayo.
2190,2024-10-25,2,2,3,ABIERTO,Primera puso siguiente libertad según movimiento sentido niños generales psoe.
2191,2020-10-13,3,2,5,ABIERTO,Abril dios todavía todavía base perdido he educación haber y cosa podría.
2192,2021-02-07,3,7,3,EN PROCESO,Puerta pasar proyecto poder tal humana luis como mismos sistema sus.
2193,2022-04-10,7,6,5,EN PROCESO,Pone hijos nuestros señor fue régimen al comenzó partidos comunicación usted pensar mira.
2194,2022-11-15,6,2,2,ABIERTO,Diferencia esa horas papel jamás josé posibilidades.
2195,2024-10-13,7,6,5,CERRADO,Empresas hora septiembre cambio centro importancia oficial viaje distintas clase hacía esas.
2196,2025-02-16,5,7,4,EN PROCESO,Llega nombre llegado solución guerra padre madrid necesidad una.
2197,2023-08-12,6,5,3,EN PROCESO,Aquellos sobre juicio nuevo español lugar local garcía llega ningún última.
2198,2025-08-02,6,4,5,ABIERTO,Sistema energía cine instituciones control haya noviembre vida humanos humana juego mismos años.
2199,2021-05-12,2,5,4,EN PROCESO,Quiere aspecto grupo ejemplo iglesia s quizá.
2200,2023-11-21,7,2,3,EN PROCESO,Paz mitad horas oro s entonces.
2201,2020-09-30,2,2,3,ABIERTO,Río teoría ocasión mis segunda sino.
2202,2024-08-15,2,4,4,EN PROCESO,Modelo ese explicó aspectos tener posición nuevas estados con acciones.
2203,2021-07-23,6,6,5,ABIERTO,General ellas asociación naturaleza real resto.
2204,2023-11-21,3,4,2,ABIERTO,Ayer condiciones pocos habla lado quien participación cara suerte vivir anterior sociales.
2205,2024-02-15,2,7,5,EN PROCESO,Políticos vista cerca vuelve campo público toda voz llegar política eso.
2206,2022-01-24,1,5,3,CERRADO,Atención hicieron pudo supuesto hace encuentra mil zonas tenemos.
2207,2025-05-14,6,2,1,CERRADO,Violencia donde cuya cada materia punto parte.
2208,2024-01-28,4,2,4,EN PROCESO,Suerte mujeres somos espera estuvo muchos podía político igual tanto existen estaba dolor.
2209,2023-03-23,4,3,1,EN PROCESO,Cantidad presencia todo octubre estudio minutos ir capaz pasó intereses cámara ex metros.
2210,2022-09-07,2,3,3,CERRADO,Futuro acuerdo podría éxito blanca aquellos después.
2211,2021-05-17,4,6,3,EN PROCESO,Características caso casa importancia varias mujeres club.
2212,2025-07-22,4,4,5,ABIERTO,Padre tierra electoral difícil además cambio obra nadie cuales menos cuanto sin ayuda.
2213,2022-12-02,5,3,1,CERRADO,Hubo vino estaban hijo buenos mediante.
2214,2024-10-14,3,4,5,EN PROCESO,N nivel sola puesto luis alta esta ya.
2215,2024-10-24,5,4,4,CERRADO,Poder hacen este cuya habían todos intereses hablar creación empresa volvió afirmó orden.
2216,2022-01-01,1,3,3,ABIERTO,Calidad lejos p todo del civil ésta unos mirada período grande muy señor.
2217,2023-06-21,7,1,5,ABIERTO,Modelo durante personas cuanto silencio palabra ello ayuda quién haciendo cuanto conseguir.
2218,2023-05-18,7,1,4,ABIERTO,Río joven puso garcía visita fuego niveles mejores demás sociales.
2219,2021-06-19,6,1,3,ABIERTO,Texto tuvo políticos rosa tú orden civil rafael mar don pueblo principio otras.
2220,2020-10-05,5,6,2,EN PROCESO,Investigación marzo interior artículo español aún por vuelve distintas desde próximo luz juez.
2221,2020-11-03,6,6,1,EN PROCESO,Nunca habría control mira allá teoría interior unas cuyo.
2222,2021-01-20,6,7,1,EN PROCESO,Interior habría razón da españa espera aquellas cualquier diferentes valor.
2223,2023-09-09,3,5,2,ABIERTO,Finalmente marco resulta mantener modo cuya uso alguien son grado pesar.
2224,2024-12-25,3,3,4,CERRADO,Dólares aspecto largo cabeza igual internacional mediante francia tipos estoy podrá.
2225,2022-08-02,2,4,3,CERRADO,Yo material economía ayuda concepto país etapa.
2226,2025-03-27,6,4,3,CERRADO,Tenemos instituciones través sistema dinero experiencia desarrollo hacía largo consumo volvió centros.
2227,2023-11-13,3,1,1,CERRADO,Mi último zonas tipo poder puso vino ejército tuvo lado.
2228,2024-04-04,1,2,1,EN PROCESO,Zona trabajo primero empresa oficial fondo partir humano.
2229,2021-10-05,5,4,5,EN PROCESO,Juicio nuevas señaló asunto luis dijo seguro.
2230,2025-06-05,6,3,3,ABIERTO,Centros justicia estilo se nuestra hombre hacia otra programas pedro.
2231,2022-09-02,3,2,2,CERRADO,Salir hubiera conseguir ciento muchos términos diciembre.
2232,2023-07-03,4,4,1,EN PROCESO,Flores llevar busca saber primero hacia hacen medidas.
2233,2022-04-17,2,2,2,CERRADO,Cama poco están tres jamás parece nadie régimen duda.
2234,2021-10-27,7,6,1,CERRADO,Formación nosotros parte voluntad actitud mundo valores.
2235,2024-04-16,5,5,2,ABIERTO,Pero respecto viejo hacer primer encuentro fácil investigación.
2236,2024-12-09,5,3,1,ABIERTO,Antes maría vuelta horas ve sin secretario izquierda personas destino otro democracia.
2237,2020-12-29,2,1,1,EN PROCESO,Sobre ley j usted paz conocimiento contra especial entre no varias cuestión.
2238,2022-12-25,3,5,4,EN PROCESO,Central marco tuvo número podrá sus demás.
2239,2023-12-01,7,6,1,CERRADO,Voluntad compañía respecto etapa luego pie acto poder ellos.
2240,2021-02-13,4,7,1,ABIERTO,Actividades ideas fernando final parecía real madrid.
2241,2022-08-31,7,2,1,ABIERTO,Gente palabras sola amigos puesto modo desde podía unidos existe exterior.
2242,2022-01-19,3,4,4,EN PROCESO,Superior sido civil generales va sería.
2243,2022-07-16,7,6,5,EN PROCESO,Solamente buscar primeros ideas conciencia ésta.
2244,2023-10-08,2,7,5,EN PROCESO,Vamos semanas y película soy formación fecha propia imagen mañana tienen militares.
2245,2021-08-25,5,6,4,ABIERTO,Justicia largo hecho usted parecía realizar conciencia dejó causa contra hechos pues nada.
2246,2024-02-03,3,4,1,EN PROCESO,Propios pie aún aún tratamiento hechos pesetas me desde.
2247,2021-05-27,7,2,2,CERRADO,Construcción pues salida casi bien partidos hemos fuerzas los interior características pp.
2248,2022-09-24,4,6,5,EN PROCESO,Grupos interior le ver dolor tu interés político.
2249,2022-06-16,1,5,4,EN PROCESO,Comenzó haya hija allí oficial martín público.
2250,2023-06-28,1,6,3,CERRADO,Unas ha guerra valores generales calle mí intereses real fuera gran sé.
2251,2024-05-11,1,5,3,ABIERTO,Siete podría durante movimiento o carlos garcía ii.
2252,2021-03-08,6,3,1,CERRADO,Igual pablo obras prueba ayuda embargo años haciendo medida todo volver.
2253,2025-07-09,1,4,1,ABIERTO,Ambiente poco demasiado siempre términos dicen aumento médico instituto ninguna.
2254,2024-01-27,6,7,3,ABIERTO,Contrario visita hecho falta capacidad fútbol.
2255,2021-04-13,7,1,1,EN PROCESO,Niño antonio popular sé parís lejos dirección así respecto problema r.
2256,2022-09-27,4,4,1,ABIERTO,Mal movimiento habla esfuerzo tampoco congreso cuba quedó mes.
2257,2021-08-12,1,3,3,EN PROCESO,Superior visto arte aquel quiero cuyo suelo obstante programa salir punto.
2258,2024-06-20,2,7,3,CERRADO,Ningún nuestro conciencia teatro acuerdo pregunta formas muestra consejo ojos suerte lado.
2259,2025-07-21,7,5,5,CERRADO,Formación otra central español carne segundo dinero tú r.
2260,2024-04-22,5,1,3,ABIERTO,Cómo m alrededor puerto anterior había gobierno hace paz seguir trata.
2261,2021-07-18,4,1,3,EN PROCESO,General propios programa cine estudios sean política.
2262,2020-12-14,6,6,5,CERRADO,Habían problema animales producto también santa sistema b.
2263,2022-08-27,6,5,1,CERRADO,Comercio hizo vuelta español políticas parecía general palabra carta.
2264,2024-09-27,3,7,1,EN PROCESO,Antes prensa valores decir fin electoral capaz.
2265,2025-04-10,6,7,2,CERRADO,Actual buena grado bajo aunque voy.
2266,2023-06-07,5,4,2,CERRADO,Hablar junto proyectos quedó mí méxico media ni todavía.
2267,2025-06-09,7,4,2,CERRADO,Democracia visita salud luz dejó tengo don hechos.
2268,2024-01-28,1,7,5,CERRADO,Objetivo cuenta cabo toda esta actual razones quizá sur frente términos.
2269,2025-03-29,3,2,5,EN PROCESO,I clase e exterior cierta autor internacional hacía.
2270,2023-09-15,3,3,4,EN PROCESO,Pueda autor político amigo se secretario.
2271,2024-09-06,6,6,5,ABIERTO,Ojos enfermedad suelo formas maría obstante estados es pudo tenía padres pueden.
2272,2021-11-20,6,6,4,EN PROCESO,Cuyo pesar ejército decisión diversos conseguir características dar imposible.
2273,2024-04-22,2,3,4,EN PROCESO,Arte conseguir junto superior mal llegado ver bien.
2274,2021-12-15,7,5,5,ABIERTO,Estar tipo final felipe construcción diferentes capacidad.
2275,2023-09-19,2,5,3,EN PROCESO,Pasó domingo momento acciones cada pablo análisis espacio dado serán mujer minutos memoria.
2276,2021-01-08,6,5,5,EN PROCESO,Actividad actividad rafael contrario capital universidad guerra ministro segunda.
2277,2021-01-11,3,4,3,CERRADO,Características oro fernando período miembros junto allá debido vida.
2278,2020-09-23,6,4,4,ABIERTO,Así europea blanca quedó quiere desarrollo hacer todos importantes nada miembros les.
2279,2024-03-22,2,7,3,CERRADO,Tuvo aparece material ambos ciencia también tenemos consumo cuatro.
2280,2022-03-18,5,3,5,ABIERTO,Tiene española imágenes teatro r encima cuba mesa.
2281,2022-09-12,4,2,3,EN PROCESO,Clase imposible quién grandes pregunta viaje flores resto materia política nada les.
2282,2022-04-17,4,4,5,CERRADO,Vino serán capacidad hay secretario plan.
2283,2021-01-20,7,4,3,ABIERTO,Alta movimiento podría diferentes proceso esa tiempo metros garcía.
2284,2020-11-16,7,4,1,ABIERTO,Exterior origen cierta aumento libro comunicación.
2285,2020-10-24,5,2,3,ABIERTO,Las difícil grado social objetivo hubiera toma lo podría ella mejores.
2286,2021-10-20,1,5,1,EN PROCESO,Partir hacen tal medidas líder equipo uno origen tratamiento.
2287,2023-10-21,7,4,1,CERRADO,Se o busca manera cultural formación encima naturaleza fernando.
2288,2024-11-10,7,5,3,CERRADO,Cambio precios habían demasiado ello julio sabe mismos hablar.
2289,2024-03-08,5,4,4,ABIERTO,Debido aquí santa felipe cámara aun o alto mujeres.
2290,2023-04-09,3,4,3,EN PROCESO,Le mesa habla existen ya acciones director tan todas.
2291,2023-11-30,3,3,4,ABIERTO,Música comunidad caso precio cuenta defensa cine pasado carlos.
2292,2025-01-30,3,2,2,EN PROCESO,Demás tener necesario estudios hombres ocasión color.
2293,2021-01-14,1,4,2,ABIERTO,Acto asunto semanas palabra francia razón grande principios escuela.
2294,2021-09-05,6,5,5,ABIERTO,Favor ocho objetivo económica va especialmente somos son tendrá nadie.
2295,2022-05-02,5,4,4,EN PROCESO,El sería conocer dijo área durante trabajar civil.
2296,2020-11-26,4,5,4,EN PROCESO,Últimos gran mil norte capaz comunidad cuya eran.
2297,2024-09-05,4,2,4,CERRADO,Le sean p río cargo además aspectos.
2298,2024-10-21,6,6,3,CERRADO,Concepto diferencia barcelona película asociación diferentes al sin vino poder quizá quedó hacer.
2299,2025-04-05,6,4,1,EN PROCESO,Española tuvo momentos todos falta pueda aquellas encuentran hubiera conseguir entrada hicieron jorge segunda.
2300,2025-07-19,1,3,1,EN PROCESO,Contenido sólo familia humana nadie manos nuevo rey llegó reforma violencia próximo.
2301,2020-09-29,1,3,3,EN PROCESO,Cada ministerio podrá comenzó médico poder unidad les paciente intereses socialista.
2302,2023-07-05,2,6,2,ABIERTO,A fue entrar cuenta conciencia situación ella somos tarde.
2303,2025-06-05,1,5,2,ABIERTO,Grupo actitud dicho chile información todo.
2304,2021-12-05,4,6,4,EN PROCESO,Española podía con ciento señor ejército cuerpo tu precisamente región muerto.
2305,2022-07-05,4,5,3,ABIERTO,Pronto dio cultural único hacía ser hace difícil actitud finalmente n.
2306,2024-12-08,3,2,1,EN PROCESO,Tu material gran ciudad ejército dinero mantener rodríguez siempre.
2307,2024-03-11,3,3,3,ABIERTO,Importancia permite antonio casa un papel deseo viaje será mejor parís fiscal.
2308,2022-08-08,2,4,1,EN PROCESO,Blanca político día maría entre gente llega luego técnica pedro.
2309,2025-03-29,2,1,1,EN PROCESO,Estos dos formación madrid sus campaña quiero económico le práctica unión el cargo.
2310,2023-04-15,2,2,4,EN PROCESO,Ministerio año ante marco mismo radio ojos estaban acto francia.
2311,2025-03-23,3,3,3,EN PROCESO,Juego esfuerzo hemos m será control menor mundial programas exterior sala mesa diferentes.
2312,2023-12-15,5,4,3,ABIERTO,Habla vivir blanco formas fuera pasar aquellos pública nosotros trabajo largo.
2313,2022-04-22,2,1,1,ABIERTO,Actividad total menos las vez visita sino si información conocimiento entonces mejor pues.
2314,2023-12-28,6,7,4,CERRADO,Esto zona problemas comercio creación calidad peor muchos economía entre deja vía decía.
2315,2021-01-13,1,7,3,EN PROCESO,Mercado valor pocos estudios importancia capaz sol falta.
2316,2021-06-20,3,5,2,EN PROCESO,Mayoría acerca junio cierto medida aquella casa cosas mientras mes.
2317,2022-01-20,6,2,5,EN PROCESO,A dólares creación importantes encuentran partir estructura qué.
2318,2024-03-22,7,1,4,EN PROCESO,Título hermano esfuerzo unidad electoral luego.
2319,2024-07-23,6,4,4,EN PROCESO,Cambios días afirmó obras quien tendrá sabe presencia parece voy.
2320,2022-07-09,2,7,2,EN PROCESO,Razón cabo tenemos democracia tiempos mañana población llega.
2321,2024-03-22,5,7,2,CERRADO,Pacientes debe encuentra r silencio nuestra del asunto nueva imposible dan ellas era cambios.
2322,2021-11-05,4,3,2,EN PROCESO,Mejores pese servicios niño segundo puntos acerca cada madre contrario.
2323,2023-10-06,3,1,4,CERRADO,Van estado causa algunos presente razón boca conocimiento son.
2324,2024-02-22,2,3,1,EN PROCESO,Línea presencia medidas tarde carácter puesto llevar teoría pudo formación.
2325,2023-12-05,1,7,4,ABIERTO,Esos problemas diez visto atención cara espera unidad niños dentro año económica.
2326,2024-04-29,3,4,2,CERRADO,Principio alta puerto manera amigo instituciones asociación banco pesar.
2327,2024-11-06,3,1,5,ABIERTO,Cosas necesidad llega miembros produce ex resto tales pueblo llegar las c cuenta hoy.
2328,2020-09-14,5,3,2,ABIERTO,Tiene comunicación contra es ahora manuel cama diversos chile meses memoria policía.
2329,2021-05-18,4,7,4,ABIERTO,Quién último orden siglo estoy prueba técnica.
2330,2020-09-29,6,4,1,ABIERTO,Punto nueva blanco pesetas grupos llega.
2331,2025-06-13,7,6,4,ABIERTO,J duda lleva salida larga política niveles grupos anterior empresa frente aquellos norte.
2332,2022-02-28,4,6,3,EN PROCESO,Puede así medio ellas quienes su acerca juez.
2333,2021-03-24,7,7,3,EN PROCESO,Muchas condiciones respecto o lenguaje posición figura condiciones.
2334,2020-10-15,5,6,3,EN PROCESO,Antes tengo dentro dentro otro o suerte amor barcelona aumento dicho cambios espacio.
2335,2023-03-17,6,4,4,ABIERTO,Cualquier habla español universidad hombre acciones he realidad josé total ésta posibilidades.
2336,2023-12-18,6,5,1,ABIERTO,Días importante derecho poco española millones luis cuerpo.
2337,2020-10-11,3,6,2,ABIERTO,Escuela ayuda modelo orden septiembre lugar valores aunque millones.
2338,2024-11-26,5,7,2,ABIERTO,He obra general dicho europea central.
2339,2021-10-30,3,2,1,CERRADO,Unión otra busca fuera realizar partido i europea dice necesidad.
2340,2022-03-07,4,4,5,ABIERTO,Bastante mercado flores grandes los u efecto república hermano.
2341,2023-06-21,2,5,3,ABIERTO,Hace dado capaz favor rafael el llama rey llegado autor ex dinero cultura.
2342,2022-12-10,6,1,1,EN PROCESO,López tenía volver noviembre autor mano régimen.
2343,2021-11-22,1,7,3,ABIERTO,Han esto orden fuera voz dicho santa más rey allí hubo.
2344,2025-08-24,5,7,3,ABIERTO,Precisamente n total unas imágenes pesetas hacerlo méxico.
2345,2024-09-13,4,7,1,EN PROCESO,Últimos bastante niño sabe país quiere serán demasiado necesario adelante vamos líder había.
2346,2023-10-12,3,7,3,EN PROCESO,Había la sistemas sino volver metros torno con este.
2347,2025-07-14,4,4,4,CERRADO,Oposición comunidad contrario hablar recuerdo siempre dado hizo director ayer operación mucho socialista.
2348,2023-08-18,1,2,3,EN PROCESO,Ejemplo d encima plan crisis niño importancia algunos local claro pudo tú.
2349,2022-03-04,3,6,5,ABIERTO,Toda me vía espera pocos amigos nuevos amor productos jefe mantener campaña.
2350,2024-01-09,1,4,5,CERRADO,Popular fuentes principio contra g cosa sigue lejos el.
2351,2021-08-17,6,4,1,EN PROCESO,Horas otros cierto si existe hubiera medio primera materia segunda.
2352,2024-05-25,6,3,4,CERRADO,Superior medida quiero fuera necesario propuesta soy aspectos minutos uso.
2353,2021-09-29,2,3,3,ABIERTO,Estar favor sistema españoles libertad mesa.
2354,2023-11-10,2,6,4,EN PROCESO,Técnica llegado sobre presente ahora mí consecuencia principal con viaje año desarrollo.
2355,2022-08-05,2,6,3,EN PROCESO,Quedó título plazo torno n actividad teatro decir tema deben existencia te estamos.
2356,2022-08-27,6,7,1,ABIERTO,Muchos nueva buen distintas debe tú podrá estado humana mirada sea libros.
2357,2024-12-24,4,6,3,CERRADO,Mayor dado hijos propia fueron dicho.
2358,2024-12-14,5,2,3,CERRADO,Personal tomar cuenta josé sin recuerdo estados posición región.
2359,2023-10-12,4,7,5,ABIERTO,Contrario elementos libro construcción forma ocasiones.
2360,2021-12-22,6,2,4,EN PROCESO,Justicia informe esa llama española vino proceso.
2361,2025-03-01,2,6,2,ABIERTO,Juego fin cuestión con abril algunos razones primer.
2362,2022-05-22,7,6,5,CERRADO,Historia ocho española ministro capital artículo programa libertad paso posibilidad.
2363,2025-01-07,7,3,1,EN PROCESO,Políticos real oposición entre ejemplo camino tan términos uso.
2364,2022-11-21,7,3,5,CERRADO,Tomar médico considera local boca poco papel.
2365,2023-09-15,3,1,4,ABIERTO,Paz empresa sistemas madre flores superior pablo espera central ministro vivir miembros busca.
2366,2021-10-14,6,4,2,CERRADO,Diciembre casos ha europa ciencia visto entonces dólares acciones mantener pesetas propios servicio.
2367,2024-10-09,7,2,1,EN PROCESO,Psoe pacientes decisión cámara aquel sólo.
2368,2021-02-24,4,4,2,ABIERTO,Pequeño seguir socialista aquí para conocer administración río hospital.
2369,2021-11-16,3,6,5,ABIERTO,Empresas de partido crisis aquellos haciendo.
2370,2022-06-27,4,2,1,ABIERTO,Tú análisis rey por debe diferentes ahí tiempos habla.
2371,2022-05-07,2,1,3,EN PROCESO,Aspectos informe lucha fuego madrid tu formas ese josé diversas existen espera.
2372,2023-12-02,1,4,3,EN PROCESO,Seis curso construcción aun prueba están acción dejó sabe cargo empresa madrid clase.
2373,2023-05-18,2,1,3,EN PROCESO,Capital española diferencia varias haber cosa manos necesario van imposible habla dolor ni.
2374,2025-05-23,4,3,1,ABIERTO,Ideas menor otro sido aquella américa negro conocimiento unos efectos por.
2375,2022-07-27,2,3,1,EN PROCESO,Españoles época rosa pone podemos concepto libro.
2376,2024-04-11,7,6,2,CERRADO,Interés acciones asociación finalmente saber sangre.
